 
 
 
 
        d########P  d########b        .######b          d#######  d##P      d##P
       d########P  d###########    d###########     .##########  d##P      d##P 
      ----        ----     ----  -----     ----   -----         ----      -- P  
     d########P  d####,,,####P ####.      .#### d###P          d############P   
    d########P  d#########P   ####       .###P ####.          d############P    
Time  0.369270922961E-12 and iteration        4120 after  0:00:04:27.03
Time  0.370167211609E-12 and iteration        4130 after  0:00:04:30.01
Time  0.371063500257E-12 and iteration        4140 after  0:00:04:30.61
Time  0.371959788905E-12 and iteration        4150 after  0:00:04:31.11
Time  0.372856077553E-12 and iteration        4160 after  0:00:04:31.61
Time  0.373752366201E-12 and iteration        4170 after  0:00:04:32.10
Time  0.374648654849E-12 and iteration        4180 after  0:00:04:32.59
Time  0.375544943497E-12 and iteration        4190 after  0:00:04:33.09
Time  0.376441232145E-12 and iteration        4200 after  0:00:04:33.58
Time  0.377337520793E-12 and iteration        4210 after  0:00:04:34.07
Time  0.378233809441E-12 and iteration        4220 after  0:00:04:34.57
Time  0.379130098089E-12 and iteration        4230 after  0:00:04:35.06
Time  0.380026386737E-12 and iteration        4240 after  0:00:04:35.55
Time  0.380922675385E-12 and iteration        4250 after  0:00:04:37.44
Time  0.381818964033E-12 and iteration        4260 after  0:00:04:37.96
Time  0.382715252681E-12 and iteration        4270 after  0:00:04:38.44
Time  0.383611541329E-12 and iteration        4280 after  0:00:04:38.92
Time  0.384507829977E-12 and iteration        4290 after  0:00:04:39.41
Time  0.385404118625E-12 and iteration        4300 after  0:00:04:39.91
Time  0.386300407273E-12 and iteration        4310 after  0:00:04:40.40
Time  0.387196695921E-12 and iteration        4320 after  0:00:04:40.89
Time  0.388092984569E-12 and iteration        4330 after  0:00:04:41.39
Time  0.388989273217E-12 and iteration        4340 after  0:00:04:41.88
Time  0.389885561865E-12 and iteration        4350 after  0:00:04:42.37
Time  0.390781850513E-12 and iteration        4360 after  0:00:04:44.22
Time  0.391678139161E-12 and iteration        4370 after  0:00:04:44.76
Time  0.392574427809E-12 and iteration        4380 after  0:00:04:45.23
Time  0.393470716457E-12 and iteration        4390 after  0:00:04:45.71
Time  0.394367005105E-12 and iteration        4400 after  0:00:04:46.18
Time  0.395263293752E-12 and iteration        4410 after  0:00:04:46.65
Time  0.396159582400E-12 and iteration        4420 after  0:00:04:47.15
Time  0.397055871048E-12 and iteration        4430 after  0:00:04:47.64
Time  0.397952159696E-12 and iteration        4440 after  0:00:04:48.13
Time  0.398848448344E-12 and iteration        4450 after  0:00:04:48.63
Time  0.399744736992E-12 and iteration        4460 after  0:00:04:49.12
Time  0.400641025640E-12 and iteration        4470 after  0:00:04:51.31
Time  0.401537314288E-12 and iteration        4480 after  0:00:04:51.86
Time  0.402433602936E-12 and iteration        4490 after  0:00:04:52.33
Time  0.403329891584E-12 and iteration        4500 after  0:00:04:52.80
Time  0.404226180232E-12 and iteration        4510 after  0:00:04:53.28
Time  0.405122468880E-12 and iteration        4520 after  0:00:04:53.75
Time  0.406018757528E-12 and iteration        4530 after  0:00:04:54.22
Time  0.406915046176E-12 and iteration        4540 after  0:00:04:54.70
Time  0.407811334824E-12 and iteration        4550 after  0:00:04:55.19
Time  0.408707623472E-12 and iteration        4560 after  0:00:04:55.68
Time  0.409603912120E-12 and iteration        4570 after  0:00:04:56.18
Time  0.410500200768E-12 and iteration        4580 after  0:00:04:58.29
Time  0.411396489416E-12 and iteration        4590 after  0:00:04:58.88
Time  0.412292778064E-12 and iteration        4600 after  0:00:04:59.38
Time  0.413189066712E-12 and iteration        4610 after  0:00:04:59.87
Time  0.414085355360E-12 and iteration        4620 after  0:00:05:00.37
Time  0.414981644008E-12 and iteration        4630 after  0:00:05:00.86
Time  0.415877932656E-12 and iteration        4640 after  0:00:05:01.35
Time  0.416774221304E-12 and iteration        4650 after  0:00:05:01.84
Time  0.417670509952E-12 and iteration        4660 after  0:00:05:02.34
Time  0.418566798600E-12 and iteration        4670 after  0:00:05:02.83
Time  0.419463087248E-12 and iteration        4680 after  0:00:05:03.33
Time  0.420359375895E-12 and iteration        4690 after  0:00:05:05.22
Time  0.421255664543E-12 and iteration        4700 after  0:00:05:05.82
Time  0.422151953191E-12 and iteration        4710 after  0:00:05:06.29
Time  0.423048241839E-12 and iteration        4720 after  0:00:05:06.77
Time  0.423944530487E-12 and iteration        4730 after  0:00:05:07.26
Time  0.424840819135E-12 and iteration        4740 after  0:00:05:07.76
Time  0.425737107783E-12 and iteration        4750 after  0:00:05:08.25
Time  0.426633396431E-12 and iteration        4760 after  0:00:05:08.74
Time  0.427529685079E-12 and iteration        4770 after  0:00:05:09.24
Time  0.428425973727E-12 and iteration        4780 after  0:00:05:09.73
Time  0.429322262375E-12 and iteration        4790 after  0:00:05:10.22
Time  0.430218551023E-12 and iteration        4800 after  0:00:05:15.24
Time  0.431114839671E-12 and iteration        4810 after  0:00:05:15.82
Time  0.432011128319E-12 and iteration        4820 after  0:00:05:16.30
Time  0.432907416967E-12 and iteration        4830 after  0:00:05:16.77
Time  0.433803705615E-12 and iteration        4840 after  0:00:05:17.24
Time  0.434699994263E-12 and iteration        4850 after  0:00:05:17.71
Time  0.435596282911E-12 and iteration        4860 after  0:00:05:18.19
Time  0.436492571559E-12 and iteration        4870 after  0:00:05:18.66
Time  0.437388860207E-12 and iteration        4880 after  0:00:05:19.15
Time  0.438285148855E-12 and iteration        4890 after  0:00:05:19.65
Time  0.439181437503E-12 and iteration        4900 after  0:00:05:20.14
Time  0.440077726151E-12 and iteration        4910 after  0:00:05:20.63
Time  0.440974014799E-12 and iteration        4920 after  0:00:05:22.47
Time  0.441870303447E-12 and iteration        4930 after  0:00:05:23.02
Time  0.442766592095E-12 and iteration        4940 after  0:00:05:23.51
Time  0.443662880743E-12 and iteration        4950 after  0:00:05:24.00
Time  0.444559169391E-12 and iteration        4960 after  0:00:05:24.50
Time  0.445455458038E-12 and iteration        4970 after  0:00:05:24.99
Time  0.446351746686E-12 and iteration        4980 after  0:00:05:25.48
Time  0.447248035334E-12 and iteration        4990 after  0:00:05:25.97
Time  0.448144323982E-12 and iteration        5000 after  0:00:05:26.47
Time  0.449040612630E-12 and iteration        5010 after  0:00:05:26.96
Time  0.449936901278E-12 and iteration        5020 after  0:00:05:27.46
Time  0.450833189926E-12 and iteration        5030 after  0:00:05:29.35
Time  0.451729478574E-12 and iteration        5040 after  0:00:05:29.88
Time  0.452625767222E-12 and iteration        5050 after  0:00:05:30.36
Time  0.453522055870E-12 and iteration        5060 after  0:00:05:30.84
Time  0.454418344518E-12 and iteration        5070 after  0:00:05:31.33
Time  0.455314633166E-12 and iteration        5080 after  0:00:05:31.82
Time  0.456210921814E-12 and iteration        5090 after  0:00:05:32.32
Time  0.457107210462E-12 and iteration        5100 after  0:00:05:32.81
Time  0.458003499110E-12 and iteration        5110 after  0:00:05:33.30
Time  0.458899787758E-12 and iteration        5120 after  0:00:05:33.80
Time  0.459796076406E-12 and iteration        5130 after  0:00:05:34.29
Time  0.460692365054E-12 and iteration        5140 after  0:00:05:36.15
Time  0.461588653702E-12 and iteration        5150 after  0:00:05:36.71
Time  0.462484942350E-12 and iteration        5160 after  0:00:05:37.18
Time  0.463381230998E-12 and iteration        5170 after  0:00:05:37.67
Time  0.464277519646E-12 and iteration        5180 after  0:00:05:38.16
Time  0.465173808294E-12 and iteration        5190 after  0:00:05:38.65
Time  0.466070096942E-12 and iteration        5200 after  0:00:05:39.15
Time  0.466966385590E-12 and iteration        5210 after  0:00:05:39.64
Time  0.467862674238E-12 and iteration        5220 after  0:00:05:40.13
Time  0.468758962886E-12 and iteration        5230 after  0:00:05:40.63
Time  0.469655251534E-12 and iteration        5240 after  0:00:05:41.12
Time  0.470551540182E-12 and iteration        5250 after  0:00:05:43.09
Time  0.471447828829E-12 and iteration        5260 after  0:00:05:43.66
Time  0.472344117477E-12 and iteration        5270 after  0:00:05:44.13
Time  0.473240406125E-12 and iteration        5280 after  0:00:05:44.61
Time  0.474136694773E-12 and iteration        5290 after  0:00:05:45.08
Time  0.475032983421E-12 and iteration        5300 after  0:00:05:45.55
Time  0.475929272069E-12 and iteration        5310 after  0:00:05:46.02
Time  0.476825560717E-12 and iteration        5320 after  0:00:05:46.50
Time  0.477721849365E-12 and iteration        5330 after  0:00:05:46.98
Time  0.478618138013E-12 and iteration        5340 after  0:00:05:47.48
Time  0.479514426661E-12 and iteration        5350 after  0:00:05:47.97
Time  0.480410715309E-12 and iteration        5360 after  0:00:05:49.90
Time  0.481307003957E-12 and iteration        5370 after  0:00:05:50.50
Time  0.482203292605E-12 and iteration        5380 after  0:00:05:51.00
Time  0.483099581253E-12 and iteration        5390 after  0:00:05:51.50
Time  0.483995869901E-12 and iteration        5400 after  0:00:05:51.99
Time  0.484892158549E-12 and iteration        5410 after  0:00:05:52.48
Time  0.485788447197E-12 and iteration        5420 after  0:00:05:52.98
Time  0.486684735845E-12 and iteration        5430 after  0:00:05:53.47
Time  0.487581024493E-12 and iteration        5440 after  0:00:05:53.96
Time  0.488477313141E-12 and iteration        5450 after  0:00:05:54.46
Time  0.489373601789E-12 and iteration        5460 after  0:00:05:54.95
Time  0.490269890437E-12 and iteration        5470 after  0:00:05:57.34
Time  0.491166179085E-12 and iteration        5480 after  0:00:05:57.93
Time  0.492062467733E-12 and iteration        5490 after  0:00:05:58.42
Time  0.492958756381E-12 and iteration        5500 after  0:00:05:58.90
Time  0.493855045029E-12 and iteration        5510 after  0:00:05:59.39
Time  0.494751333677E-12 and iteration        5520 after  0:00:05:59.89
Time  0.495647622325E-12 and iteration        5530 after  0:00:06:00.38
Time  0.496543910972E-12 and iteration        5540 after  0:00:06:00.87
Time  0.497440199620E-12 and iteration        5550 after  0:00:06:01.37
Time  0.498336488268E-12 and iteration        5560 after  0:00:06:01.86
Time  0.499232776916E-12 and iteration        5570 after  0:00:06:02.35
Time  0.500129065564E-12 and iteration        5580 after  0:00:06:04.31
Time  0.501025354212E-12 and iteration        5590 after  0:00:06:04.91
Time  0.501921642860E-12 and iteration        5600 after  0:00:06:05.42
Time  0.502817931508E-12 and iteration        5610 after  0:00:06:05.89
Time  0.503714220156E-12 and iteration        5620 after  0:00:06:06.37
Time  0.504610508804E-12 and iteration        5630 after  0:00:06:06.85
Time  0.505506797452E-12 and iteration        5640 after  0:00:06:07.34
Time  0.506403086100E-12 and iteration        5650 after  0:00:06:07.83
Time  0.507299374748E-12 and iteration        5660 after  0:00:06:08.33
Time  0.508195663396E-12 and iteration        5670 after  0:00:06:08.82
Time  0.509091952044E-12 and iteration        5680 after  0:00:06:09.31
Time  0.509988240692E-12 and iteration        5690 after  0:00:06:09.81
Time  0.510884529340E-12 and iteration        5700 after  0:00:06:11.70
Time  0.511780817988E-12 and iteration        5710 after  0:00:06:12.24
Time  0.512677106636E-12 and iteration        5720 after  0:00:06:12.71
Time  0.513573395284E-12 and iteration        5730 after  0:00:06:13.18
Time  0.514469683932E-12 and iteration        5740 after  0:00:06:13.65
Time  0.515365972580E-12 and iteration        5750 after  0:00:06:14.13
Time  0.516262261228E-12 and iteration        5760 after  0:00:06:14.60
Time  0.517158549876E-12 and iteration        5770 after  0:00:06:15.09
Time  0.518054838524E-12 and iteration        5780 after  0:00:06:15.58
Time  0.518951127172E-12 and iteration        5790 after  0:00:06:16.08
Time  0.519847415820E-12 and iteration        5800 after  0:00:06:16.57
Time  0.520743704468E-12 and iteration        5810 after  0:00:06:19.25
Time  0.521639993115E-12 and iteration        5820 after  0:00:06:19.78
Time  0.522536281763E-12 and iteration        5830 after  0:00:06:20.26
Time  0.523432570411E-12 and iteration        5840 after  0:00:06:20.73
Time  0.524328859059E-12 and iteration        5850 after  0:00:06:21.20
Time  0.525225147707E-12 and iteration        5860 after  0:00:06:21.68
Time  0.526121436355E-12 and iteration        5870 after  0:00:06:22.18
Time  0.527017725003E-12 and iteration        5880 after  0:00:06:22.67
Time  0.527914013651E-12 and iteration        5890 after  0:00:06:23.17
Time  0.528810302299E-12 and iteration        5900 after  0:00:06:23.66
Time  0.529706590947E-12 and iteration        5910 after  0:00:06:24.15
Time  0.530602879595E-12 and iteration        5920 after  0:00:06:25.99
Time  0.531499168243E-12 and iteration        5930 after  0:00:06:26.55
Time  0.532395456891E-12 and iteration        5940 after  0:00:06:27.04
Time  0.533291745539E-12 and iteration        5950 after  0:00:06:27.53
Time  0.534188034187E-12 and iteration        5960 after  0:00:06:28.02
Time  0.535084322835E-12 and iteration        5970 after  0:00:06:28.52
Time  0.535980611483E-12 and iteration        5980 after  0:00:06:29.01
Time  0.536876900131E-12 and iteration        5990 after  0:00:06:29.50
Time  0.537773188779E-12 and iteration        6000 after  0:00:06:30.00
Time  0.538669477427E-12 and iteration        6010 after  0:00:06:30.49
Time  0.539565766075E-12 and iteration        6020 after  0:00:06:30.98
Time  0.540462054723E-12 and iteration        6030 after  0:00:06:33.16
Time  0.541358343371E-12 and iteration        6040 after  0:00:06:33.75
Time  0.542254632019E-12 and iteration        6050 after  0:00:06:34.22
Time  0.543150920667E-12 and iteration        6060 after  0:00:06:34.70
Time  0.544047209315E-12 and iteration        6070 after  0:00:06:35.19
Time  0.544943497963E-12 and iteration        6080 after  0:00:06:35.68
Time  0.545839786611E-12 and iteration        6090 after  0:00:06:36.18
Time  0.546736075259E-12 and iteration        6100 after  0:00:06:36.67
Time  0.547632363906E-12 and iteration        6110 after  0:00:06:37.16
Time  0.548528652554E-12 and iteration        6120 after  0:00:06:37.66
Time  0.549424941202E-12 and iteration        6130 after  0:00:06:38.15
 Final runtime of core = 6 minutes, 38.47 seconds
